,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,
2322.190,1.949538,1.945795,1.943015,1.942171,1.939454,1.940048,1.94021,1.939804,1.940537,1.941475,1.94205,1.941975,1.94263,1.943353,1.944858,1.946068,1.946397,1.947321,1.948872,1.949154,1.951235,1.951163,1.952477,1.953373,1.954122,1.956151,1.957064,1.958491,1.95887,1.958529,1.960387,1.961318,1.963245,1.964723,1.964588,1.965588,1.967002,1.968023,1.969438,1.969232,1.971396,1.971931,1.972021,1.972894,1.975585,1.974802,1.976246,1.97664,1.978729,1.979052,1.980454,1.98104,1.980149,1.981598,1.983238,1.983921,1.98549,1.984547,1.986407,1.987357,1.987996,1.988761,1.989753,1.990583,1.992078,1.991983,1.993229,1.993361,1.994437,1.994376,1.996081,1.996409,1.997169,1.996945,
2318.332,2.093017,2.090122,2.087352,2.087586,2.084706,2.085731,2.085864,2.086112,2.086623,2.087906,2.089238,2.088917,2.089678,2.090167,2.091636,2.093332,2.09413,2.093992,2.096477,2.096492,2.098626,2.099025,2.098967,2.10043,2.101218,2.103129,2.104136,2.105223,2.105478,2.105763,2.107993,2.107215,2.1102,2.11167,2.111552,2.11225,2.113681,2.11502,2.11624,2.115236,2.117324,2.117514,2.118385,2.118252,2.121585,2.120857,2.122403,2.122848,2.124338,2.124777,2.126796,2.126509,2.125394,2.127255,2.12829,2.129521,2.130942,2.129694,2.130918,2.132652,2.132499,2.133329,2.134045,2.135195,2.137042,2.135988,2.137553,2.137998,2.139702,2.138762,2.140298,2.140885,2.141713,2.14128,
2314.475,2.224338,2.221779,2.219772,2.219901,2.217786,2.21832,2.218574,2.21933,2.219483,2.221022,2.222679,2.222459,2.223301,2.223171,2.225131,2.225974,2.227552,2.226566,2.23046,2.230076,2.231791,2.233099,2.230999,2.233524,2.234022,2.235451,2.236882,2.236812,2.237687,2.238248,2.241076,2.238037,2.241234,2.243442,2.242685,2.243583,2.245155,2.24618,2.247381,2.245471,2.247542,2.246965,2.248979,2.247898,2.251998,2.250979,2.253027,2.252823,2.253701,2.254835,2.256983,2.256083,2.25508,2.257,2.257364,2.258972,2.259464,2.259112,2.259485,2.261286,2.2599,2.261308,2.261388,2.263222,2.265405,2.263995,2.264685,2.265859,2.268045,2.266143,2.267743,2.268388,2.268773,2.268716,
2310.617,2.336653,2.335715,2.333244,2.333149,2.332881,2.331985,2.332959,2.334046,2.33376,2.33582,2.33664,2.336913,2.337542,2.336918,2.340434,2.339594,2.340122,2.340724,2.344321,2.344913,2.345592,2.347145,2.343856,2.347682,2.346631,2.348252,2.349892,2.348776,2.351347,2.350097,2.353125,2.350342,2.352405,2.355542,2.35364,2.354834,2.35706,2.356916,2.358067,2.356558,2.358584,2.356855,2.359214,2.357821,2.362775,2.361586,2.364166,2.362533,2.363308,2.364286,2.366451,2.366138,2.364614,2.366684,2.367329,2.367991,2.367315,2.368245,2.368781,2.369368,2.36802,2.369864,2.368907,2.371431,2.37282,2.372726,2.371972,2.372951,2.37629,2.373408,2.375282,2.375709,2.375544,2.375872,
2306.760,2.430029,2.431714,2.427062,2.427888,2.42887,2.427605,2.429126,2.430109,2.429589,2.431857,2.431391,2.432478,2.432782,2.432082,2.437222,2.435179,2.432697,2.437248,2.437965,2.440373,2.439445,2.441011,2.437778,2.442337,2.440006,2.44154,2.443471,2.441539,2.446141,2.442408,2.44444,2.445177,2.446197,2.44866,2.446679,2.447153,2.450951,2.449475,2.449883,2.449712,2.45113,2.448687,2.450701,2.450155,2.454523,2.453915,2.455925,2.455209,2.454258,2.453455,2.456624,2.45809,2.45505,2.456835,2.459216,2.458581,2.456876,2.458257,2.459714,2.458675,2.458796,2.460819,2.459335,2.460756,2.46138,2.463067,2.460914,2.461961,2.466506,2.463646,2.464254,2.465275,2.464677,2.465552,
2302.902,2.508603,2.510584,2.505985,2.508021,2.508591,2.507896,2.509367,2.509815,2.509323,2.511015,2.510067,2.511937,2.512529,2.512297,2.517421,2.51412,2.509759,2.517714,2.516538,2.51838,2.516025,2.518711,2.516401,2.519603,2.518661,2.518824,2.521479,2.518389,2.524034,2.520191,2.520354,2.523231,2.524564,2.525832,2.525017,2.523729,2.529574,2.526593,2.5259,2.527262,2.528009,2.525692,2.527582,2.528135,2.529634,2.52998,2.531134,2.534619,2.530538,2.527364,2.532577,2.533738,2.53129,2.530724,2.535382,2.534889,2.532313,2.533842,2.535384,2.533482,2.535056,2.535966,2.536174,2.534878,2.536318,2.538733,2.535051,2.537315,2.541071,2.539602,2.53821,2.540303,2.539087,2.540517,
2299.045,2.57557,2.575716,2.573546,2.575677,2.576551,2.5737,2.57642,2.576468,2.575759,2.576824,2.576489,2.579431,2.579618,2.579388,2.584091,2.578435,2.575691,2.584037,2.583337,2.582571,2.58072,2.585323,2.58401,2.583706,2.584997,2.585764,2.587428,2.584103,2.588692,2.586848,2.584866,2.58707,2.589883,2.591309,2.590048,2.5883,2.594127,2.591417,2.588837,2.593282,2.592827,2.591277,2.592089,2.593785,2.592213,2.594028,2.594803,2.600561,2.595812,2.591363,2.598251,2.595368,2.596798,2.593498,2.59987,2.598231,2.597598,2.598634,2.599619,2.597667,2.599365,2.598267,2.601287,2.597917,2.600934,2.601882,2.598522,2.601218,2.602297,2.602781,2.600921,2.602142,2.601838,2.601792,
2295.187,2.63321,2.632365,2.630197,2.631819,2.635702,2.628289,2.632901,2.633433,2.631912,2.633076,2.634023,2.638362,2.635839,2.634969,2.640108,2.632864,2.63337,2.640008,2.639128,2.637604,2.637599,2.643908,2.64257,2.638357,2.639886,2.645486,2.642209,2.641393,2.643247,2.642448,2.638821,2.641898,2.645767,2.648478,2.644445,2.644605,2.646691,2.647742,2.642958,2.650551,2.646988,2.647845,2.646729,2.648528,2.647003,2.650554,2.648927,2.654429,2.651183,2.647518,2.654385,2.648286,2.65163,2.648631,2.655078,2.649161,2.654846,2.652948,2.654549,2.653472,2.652649,2.651785,2.65572,2.651262,2.656325,2.653959,2.653976,2.655179,2.654037,2.656479,2.655027,2.653531,2.655916,2.652879,
2291.330,2.682831,2.682699,2.677782,2.679079,2.685781,2.676899,2.68071,2.68354,2.680416,2.681604,2.684006,2.688246,2.683736,2.683376,2.688275,2.681566,2.683058,2.688076,2.686168,2.687435,2.687548,2.694181,2.691683,2.686233,2.686632,2.695932,2.688163,2.690366,2.689924,2.688847,2.685347,2.69031,2.693727,2.696423,2.691338,2.694279,2.691263,2.695165,2.69284,2.699396,2.691967,2.696574,2.695218,2.694584,2.695795,2.697944,2.693749,2.701087,2.698013,2.695966,2.700605,2.696211,2.696798,2.69648,2.700824,2.691825,2.703637,2.698247,2.700209,2.701551,2.697533,2.697682,2.700961,2.696769,2.70374,2.697301,2.701165,2.700841,2.699356,2.702309,2.703123,2.698685,2.701533,2.698111,
2287.472,2.725062,2.725191,2.719119,2.719792,2.727026,2.720584,2.722413,2.728018,2.723896,2.721934,2.727126,2.72894,2.72657,2.725645,2.730583,2.725736,2.724868,2.727773,2.727045,2.731148,2.73018,2.734424,2.732009,2.729719,2.729216,2.735699,2.730372,2.731917,2.731492,2.729267,2.727334,2.732652,2.734899,2.735007,2.731639,2.738026,2.73081,2.73419,2.738614,2.740537,2.731158,2.737138,2.737635,2.734714,2.736691,2.734562,2.73237,2.740798,2.7386,2.737818,2.737507,2.737519,2.735794,2.737685,2.738481,2.730037,2.744753,2.736911,2.738511,2.741774,2.737313,2.73693,2.739711,2.738091,2.743531,2.734663,2.739876,2.739138,2.739072,2.74034,2.744831,2.738909,2.738148,2.737687,
2283.615,2.761482,2.759469,2.755667,2.755782,2.762716,2.757247,2.759314,2.765427,2.763834,2.755624,2.764949,2.762575,2.764861,2.760431,2.766019,2.764023,2.760685,2.761082,2.76241,2.765838,2.76561,2.766383,2.764696,2.767034,2.767337,2.767627,2.76897,2.766535,2.767835,2.763171,2.763461,2.768514,2.770556,2.767693,2.765462,2.775408,2.766516,2.768856,2.776508,2.774327,2.765292,2.769764,2.773638,2.769064,2.768468,2.765599,2.766455,2.772025,2.773191,2.773734,2.769112,2.770357,2.76971,2.77291,2.771211,2.762987,2.779687,2.769065,2.771934,2.775093,2.771968,2.771168,2.773675,2.774244,2.775229,2.76926,2.772159,2.770586,2.773648,2.772897,2.776802,2.772688,2.769136,2.771563,
2279.758,2.792154,2.787989,2.787089,2.787797,2.793359,2.786606,2.790612,2.794745,2.797568,2.787018,2.796315,2.790042,2.795905,2.791224,2.794962,2.794827,2.791976,2.791328,2.792136,2.793222,2.793787,2.795265,2.789508,2.794828,2.798177,2.794931,2.799397,2.79356,2.797459,2.790509,2.794162,2.796589,2.799494,2.794596,2.793044,2.804014,2.798432,2.798662,2.805206,2.801766,2.79387,2.797143,2.804249,2.79739,2.794609,2.793717,2.794802,2.798845,2.801261,2.8026,2.798941,2.796908,2.798155,2.801857,2.801329,2.790803,2.807124,2.796293,2.800769,2.80397,2.801485,2.800016,2.802347,2.801529,2.800787,2.801452,2.799636,2.796761,2.802288,2.801037,2.801223,2.800134,2.798342,2.802289,
2275.900,2.81666,2.813452,2.812116,2.813397,2.816346,2.811106,2.816058,2.817484,2.821294,2.816378,2.818237,2.812741,2.818099,2.818615,2.820484,2.819207,2.817495,2.817911,2.817919,2.817057,2.815232,2.820899,2.81063,2.81584,2.821553,2.818414,2.822002,2.814561,2.821787,2.8132,2.819718,2.817969,2.820114,2.815588,2.817261,2.824149,2.825313,2.821513,2.826968,2.824311,2.818035,2.822091,2.828695,2.820943,2.817379,2.817082,2.818604,2.823086,2.824341,2.824568,2.824801,2.820107,2.823685,2.825107,2.8276,2.816606,2.827121,2.821095,2.826559,2.828536,2.826432,2.824312,2.825611,2.82159,2.821723,2.827986,2.824085,2.819717,2.824256,2.823834,2.823485,2.823853,2.823556,2.828526,
2272.043,2.837556,2.836125,2.83234,2.832334,2.834396,2.833005,2.835498,2.835869,2.837763,2.839409,2.832592,2.833217,2.835108,2.838551,2.841202,2.838756,2.834898,2.838609,2.840891,2.83895,2.83257,2.84032,2.833951,2.834749,2.83948,2.837312,2.840369,2.833488,2.840228,2.832108,2.837491,2.836365,2.835026,2.833923,2.841057,2.839956,2.845278,2.839217,2.844549,2.841654,2.83728,2.845455,2.846406,2.840728,2.835355,2.836089,2.840174,2.841948,2.843486,2.841776,2.843149,2.839221,2.847139,2.842479,2.846813,2.839014,2.84222,2.843136,2.847811,2.846875,2.84488,2.843939,2.843015,2.839458,2.83698,2.845848,2.84583,2.83929,2.840762,2.841468,2.844274,2.844197,2.841792,2.846634,
2268.185,2.856134,2.853255,2.848346,2.84796,2.85115,2.850662,2.850285,2.852349,2.851757,2.853356,2.844592,2.851438,2.851622,2.852535,2.854648,2.853538,2.845836,2.85198,2.858726,2.856022,2.848353,2.854937,2.855116,2.851072,2.853783,2.851093,2.854183,2.85076,2.851918,2.848225,2.849557,2.854141,2.847722,2.849146,2.860908,2.854488,2.858419,2.852855,2.858567,2.854252,2.851496,2.863112,2.858244,2.857173,2.850339,2.850574,2.858438,2.855003,2.857388,2.855174,2.854394,2.852078,2.864528,2.85425,2.85891,2.853367,2.853481,2.860508,2.860375,2.859575,2.857311,2.857934,2.854538,2.855075,2.847669,2.856203,2.861742,2.853685,2.852384,2.854031,2.860234,2.85851,2.854252,2.858281,
2264.328,2.86967,2.865006,2.858739,2.860196,2.862386,2.862307,2.863142,2.867146,2.86283,2.861395,2.856655,2.864033,2.865667,2.862968,2.863979,2.863741,2.85542,2.859477,2.869469,2.865706,2.862566,2.865474,2.866089,2.86189,2.863936,2.860981,2.863502,2.862569,2.860156,2.860896,2.860883,2.867939,2.858026,2.859843,2.872047,2.866969,2.865897,2.863538,2.869337,2.863945,2.863383,2.871481,2.866786,2.868053,2.865212,2.859339,2.869954,2.864282,2.865958,2.864161,2.862397,2.860072,2.872566,2.862553,2.866581,2.86063,2.861258,2.871736,2.867303,2.867708,2.867748,2.86768,2.861413,2.864103,2.85638,2.863355,2.871362,2.862051,2.862052,2.862357,2.869393,2.866433,2.862981,2.866946,
2260.470,2.875451,2.87375,2.866456,2.866157,2.866266,2.869381,2.87121,2.875942,2.86975,2.867759,2.866748,2.87,2.873337,2.868557,2.870861,2.870623,2.865029,2.864074,2.8743,2.870262,2.872683,2.870339,2.868572,2.867094,2.869385,2.868155,2.870389,2.869972,2.866244,2.868795,2.870222,2.872078,2.866814,2.866888,2.876095,2.874276,2.868003,2.871935,2.876902,2.87138,2.873034,2.87452,2.872707,2.871055,2.875789,2.86442,2.873461,2.872237,2.87053,2.868797,2.868888,2.865297,2.872797,2.866967,2.870518,2.866145,2.866765,2.876647,2.871441,2.871553,2.873388,2.873011,2.864649,2.867491,2.864571,2.869293,2.876555,2.866057,2.871512,2.868321,2.874499,2.870579,2.869886,2.871829,
2256.613,2.875194,2.877635,2.873803,2.867761,2.869779,2.873298,2.871222,2.877147,2.87243,2.871647,2.872922,2.872596,2.875329,2.869777,2.871737,2.874353,2.870424,2.866796,2.876159,2.870593,2.877515,2.869199,2.868774,2.867918,2.873106,2.872158,2.873057,2.875444,2.869317,2.870778,2.872702,2.868823,2.873472,2.868914,2.877005,2.875133,2.867782,2.874929,2.878703,2.874535,2.876697,2.874785,2.873772,2.869375,2.877052,2.868479,2.872097,2.877648,2.872149,2.869585,2.872192,2.867809,2.87057,2.867662,2.86974,2.872088,2.871608,2.876148,2.872055,2.872121,2.870249,2.874298,2.865119,2.869437,2.871407,2.872523,2.876425,2.869278,2.876169,2.870857,2.875358,2.871649,2.874364,2.871039,
2252.755,2.871847,2.875005,2.876025,2.867915,2.872765,2.873682,2.867758,2.873409,2.870116,2.871243,2.873778,2.872076,2.872561,2.867884,2.866132,2.873073,2.868926,2.868727,2.875594,2.867579,2.876305,2.865136,2.867858,2.866335,2.875015,2.872606,2.869548,2.875417,2.869408,2.866075,2.868605,2.864961,2.872142,2.866542,2.875411,2.871806,2.868329,2.873308,2.873777,2.870291,2.873024,2.8706,2.869915,2.866736,2.872228,2.870037,2.869761,2.876513,2.870524,2.865896,2.871761,2.867754,2.86878,2.867082,2.865561,2.875166,2.873176,2.871339,2.869996,2.870015,2.863438,2.873122,2.862047,2.869359,2.871898,2.87137,2.870548,2.871235,2.874344,2.867794,2.869604,2.868516,2.872898,2.866438,
2248.898,2.865475,2.869053,2.868898,2.863814,2.868282,2.868949,2.864563,2.866482,2.862483,2.86615,2.86746,2.866701,2.865241,2.863035,2.859407,2.866016,2.862119,2.867703,2.868039,2.862655,2.867708,2.861144,2.862327,2.864005,2.871111,2.867735,2.862062,2.867818,2.865499,2.857941,2.861755,2.861671,2.863558,2.86179,2.870793,2.866814,2.865713,2.869069,2.864794,2.860281,2.864254,2.862299,2.860861,2.861408,2.863496,2.864928,2.86598,2.867857,2.864448,2.857172,2.866942,2.864816,2.864931,2.862839,2.859787,2.869763,2.86669,2.863972,2.863041,2.864132,2.857709,2.867517,2.856012,2.864706,2.864436,2.864534,2.860078,2.86631,2.867157,2.860388,2.860249,2.861018,2.864668,2.859916,
2245.040,2.855308,2.860831,2.854801,2.852688,2.856849,2.858509,2.858983,2.858003,2.850947,2.856966,2.855833,2.856284,2.854387,2.853922,2.853235,2.854955,2.850405,2.858567,2.851942,2.853292,2.853585,2.853876,2.850297,2.856761,2.860129,2.855998,2.851416,2.855696,2.855616,2.848595,2.85265,2.854354,2.853032,2.852319,2.862151,2.858462,2.854936,2.857733,2.85309,2.849228,2.851819,2.852069,2.846883,2.850179,2.84956,2.852451,2.856954,2.853854,2.854835,2.84454,2.854792,2.8578,2.855543,2.850654,2.851073,2.854322,2.853328,2.853711,2.850633,2.853431,2.85077,2.855719,2.848295,2.854307,2.852682,2.850538,2.846485,2.852284,2.853691,2.850311,2.84964,2.848941,2.85141,2.849814,
2241.183,2.841814,2.847784,2.837111,2.837132,2.842398,2.843103,2.84621,2.845967,2.837414,2.844906,2.839865,2.839578,2.839545,2.838445,2.841919,2.841652,2.834427,2.841882,2.833355,2.838758,2.836805,2.839421,2.833095,2.842069,2.842312,2.840493,2.836843,2.841059,2.839192,2.835202,2.838858,2.838718,2.838393,2.836584,2.84725,2.843187,2.83743,2.83853,2.83648,2.836327,2.83572,2.839214,2.831808,2.833626,2.832612,2.835852,2.841272,2.837172,2.840742,2.829035,2.833891,2.844335,2.839084,2.832465,2.836333,2.833623,2.837008,2.83674,2.835574,2.837828,2.837071,2.837137,2.834407,2.837932,2.83684,2.831196,2.83066,2.83305,2.835082,2.836194,2.83585,2.83155,2.833005,2.834752,
2237.326,2.824012,2.828453,2.816687,2.820633,2.825044,2.823132,2.824334,2.826102,2.820585,2.828797,2.818898,2.818033,2.819642,2.817855,2.821645,2.82406,2.816349,2.822329,2.815294,2.820996,2.817529,2.819722,2.812505,2.821901,2.818614,2.821857,2.818307,2.822447,2.818106,2.816361,2.818893,2.816291,2.81799,2.814906,2.826694,2.821081,2.816261,2.816757,2.814521,2.817408,2.81537,2.819382,2.814169,2.814306,2.812728,2.817072,2.821449,2.817939,2.819766,2.810307,2.808127,2.82215,2.816036,2.812495,2.814734,2.812545,2.817924,2.812575,2.815872,2.815277,2.81502,2.812371,2.811435,2.816634,2.815978,2.81067,2.810308,2.812246,2.812628,2.815353,2.815562,2.80948,2.809679,2.814394,
2233.468,2.799195,2.802231,2.793343,2.800871,2.801665,2.798815,2.79676,2.799143,2.798296,2.805627,2.794351,2.794109,2.794651,2.794324,2.794677,2.799328,2.795507,2.800624,2.793471,2.798016,2.794142,2.795903,2.789425,2.794479,2.791654,2.795899,2.794087,2.797519,2.793327,2.79332,2.792637,2.790452,2.794374,2.788516,2.801444,2.794419,2.791838,2.793535,2.789731,2.79208,2.789672,2.792959,2.789208,2.790858,2.78727,2.794257,2.796413,2.79316,2.793016,2.785843,2.782485,2.792211,2.787821,2.789767,2.787832,2.789554,2.792987,2.784781,2.788389,2.786486,2.788071,2.784409,2.78453,2.790674,2.78984,2.788499,2.783068,2.788645,2.78568,2.788188,2.78885,2.783683,2.783454,2.787418,
2229.611,2.768174,2.772003,2.767306,2.772645,2.770547,2.770123,2.766207,2.768534,2.769566,2.774006,2.765183,2.766365,2.764214,2.766298,2.76361,2.769131,2.768861,2.772865,2.764157,2.767273,2.765592,2.766529,2.761504,2.7598,2.762107,2.76288,2.762819,2.765476,2.763469,2.764342,2.759847,2.759777,2.765239,2.758983,2.768588,2.763326,2.761861,2.764066,2.762074,2.760732,2.75816,2.762907,2.7577,2.760432,2.755856,2.763938,2.761499,2.760886,2.760744,2.753094,2.755519,2.756886,2.755547,2.760209,2.756077,2.75913,2.759556,2.75522,2.754299,2.755644,2.758025,2.753296,2.755866,2.758155,2.756448,2.758785,2.749368,2.757806,2.754211,2.756705,2.757598,2.751878,2.754036,2.753789,
2225.753,2.732504,2.739847,2.736399,2.735452,2.732808,2.735739,2.731122,2.734242,2.732897,2.734536,2.729816,2.732615,2.726926,2.730509,2.727952,2.733898,2.733293,2.735219,2.727821,2.729701,2.73037,2.730875,2.725717,2.720898,2.727258,2.725779,2.725791,2.726941,2.727815,2.726807,2.721629,2.722379,2.726599,2.724195,2.727204,2.725715,2.723336,2.725176,2.728035,2.722522,2.720726,2.725835,2.720098,2.723273,2.718637,2.725016,2.719157,2.722078,2.721677,2.713925,2.721369,2.716996,2.71894,2.722314,2.718767,2.720031,2.718552,2.720548,2.715613,2.72025,2.722875,2.715938,2.719765,2.718349,2.716403,2.718206,2.710792,2.71822,2.717119,2.718796,2.719439,2.71212,2.717963,2.714546,
2221.896,2.69113,2.700944,2.695486,2.692039,2.689111,2.693732,2.690173,2.693228,2.688968,2.689312,2.688357,2.691125,2.682891,2.685955,2.68595,2.690673,2.687603,2.687897,2.685133,2.685735,2.686744,2.686975,2.683212,2.677066,2.685008,2.682971,2.683003,2.681772,2.685138,2.682017,2.678983,2.679546,2.679967,2.681471,2.680352,2.68095,2.677783,2.679054,2.683971,2.678406,2.677032,2.678982,2.675577,2.67889,2.674513,2.678406,2.674215,2.677055,2.67573,2.670641,2.677217,2.672789,2.675454,2.676006,2.674908,2.674627,2.6721,2.675514,2.671011,2.675457,2.678839,2.670869,2.672328,2.673005,2.671063,2.669955,2.667828,2.671528,2.671153,2.671964,2.672246,2.666157,2.671994,2.669683,
2218.038,2.642768,2.650432,2.643874,2.642066,2.638981,2.642934,2.641591,2.643566,2.639141,2.639185,2.639364,2.640215,2.632858,2.63415,2.635203,2.639145,2.63341,2.63446,2.634491,2.63416,2.634601,2.634053,2.634271,2.626465,2.634515,2.631661,2.631981,2.628983,2.633268,2.630819,2.629463,2.630103,2.627543,2.629824,2.628473,2.629229,2.627131,2.626026,2.629542,2.627577,2.625696,2.62516,2.62394,2.626212,2.622258,2.623927,2.624123,2.624743,2.622279,2.621199,2.623356,2.623081,2.622466,2.621104,2.622707,2.622301,2.618727,2.620578,2.617859,2.622256,2.623852,2.617485,2.616292,2.620886,2.618556,2.616271,2.617325,2.617335,2.615791,2.616786,2.616978,2.613521,2.61603,2.61702,
2214.181,2.585739,2.588263,2.584175,2.582948,2.580908,2.582462,2.582664,2.583607,2.580959,2.580614,2.58055,2.578999,2.575184,2.574939,2.574261,2.579154,2.572563,2.575142,2.573809,2.573411,2.573583,2.572671,2.574798,2.567744,2.573657,2.570952,2.571205,2.567535,2.571959,2.570431,2.569352,2.56943,2.567425,2.567627,2.568312,2.567676,2.567771,2.563395,2.565945,2.565647,2.56381,2.563865,2.562798,2.564399,2.560979,2.560453,2.563589,2.563115,2.559935,2.56144,2.559269,2.563093,2.559049,2.557655,2.559787,2.55964,2.555921,2.55731,2.555479,2.560271,2.55825,2.554154,2.552651,2.557218,2.556314,2.553785,2.555053,2.553396,2.552211,2.552464,2.553058,2.55093,2.551065,2.553165,
2210.323,2.517285,2.515469,2.514551,2.51329,2.512796,2.511376,2.512127,2.511492,2.510252,2.50992,2.509645,2.506741,2.506344,2.504797,2.5033,2.507424,2.502736,2.504567,2.501528,2.501213,2.501242,2.500153,2.501398,2.497506,2.500186,2.498335,2.499131,2.495013,2.499725,2.497372,2.496105,2.495002,2.495437,2.493483,2.49559,2.493033,2.495284,2.489762,2.491662,2.490038,2.489396,2.490318,2.489217,2.489796,2.487532,2.485829,2.489217,2.488687,2.486109,2.487648,2.483989,2.487777,2.483973,2.482919,2.484004,2.483673,2.482088,2.482075,2.482011,2.484805,2.481305,2.478819,2.477349,2.479703,2.480962,2.478453,2.478826,2.477244,2.476936,2.476093,2.477024,2.475538,2.475237,2.476243,
2206.466,2.43371,2.430629,2.430127,2.430202,2.430516,2.42743,2.42736,2.425764,2.424758,2.424652,2.424161,2.420825,2.421719,2.419846,2.419005,2.420266,2.417525,2.417708,2.415263,2.414885,2.414051,2.412441,2.412581,2.411464,2.41176,2.41036,2.411712,2.407804,2.411283,2.408811,2.407315,2.405807,2.406792,2.404876,2.406233,2.403385,2.406421,2.401437,2.402529,2.399718,2.400511,2.400441,2.399462,2.39849,2.39775,2.396019,2.397948,2.397998,2.396137,2.396614,2.394701,2.395006,2.393492,2.391786,2.392879,2.392124,2.392192,2.390016,2.39168,2.392043,2.389251,2.388219,2.386153,2.386866,2.388243,2.38746,2.386364,2.385319,2.384352,2.383818,2.38442,2.383549,2.383703,2.383213,
2202.608,2.330458,2.32853,2.326763,2.327979,2.327591,2.325027,2.323486,2.322172,2.321524,2.320054,2.31996,2.316143,2.316465,2.315635,2.314822,2.31391,2.311912,2.311493,2.310291,2.30963,2.307987,2.305735,2.30535,2.305091,2.304259,2.303054,2.303778,2.301268,2.302016,2.301064,2.299097,2.298337,2.297479,2.296633,2.296836,2.294682,2.296829,2.292489,2.293036,2.290645,2.291869,2.290122,2.288945,2.287813,2.288263,2.2861,2.286274,2.286885,2.285009,2.284807,2.284523,2.282746,2.282321,2.280097,2.281335,2.280924,2.280213,2.277599,2.279188,2.278723,2.276783,2.27671,2.274461,2.274663,2.274591,2.275515,2.273296,2.272635,2.271019,2.270898,2.270773,2.270225,2.270574,2.26886,
2198.751,2.203173,2.202662,2.200947,2.201636,2.200325,2.198543,2.196691,2.195354,2.195077,2.192111,2.192127,2.188243,2.18794,2.187595,2.186326,2.184716,2.183174,2.182408,2.181396,2.180142,2.178463,2.176176,2.175638,2.174509,2.173467,2.172054,2.172061,2.170837,2.169826,2.16959,2.167737,2.167397,2.165142,2.164408,2.164225,2.162385,2.163045,2.159714,2.159442,2.158284,2.158778,2.156339,2.155157,2.154487,2.155097,2.152464,2.151886,2.152087,2.150125,2.149694,2.149173,2.148039,2.147344,2.145329,2.14551,2.145548,2.144272,2.142123,2.14298,2.142219,2.140719,2.140444,2.138626,2.139197,2.13772,2.138366,2.136413,2.135844,2.134617,2.134134,2.13347,2.132968,2.132772,2.131022,
