;6\J6\˜;.Nº3.N2;®gÎ®g;._ø!._F ;¾'¾Z%;6€ð6€>;e2eh0;d|.dÊ,;~j†~jÔ;6oV)6oæ$;‡ð‡>;6\6'6\„%;®g`&®g®$;6€J6€˜;&€ò7&€@6;‡J‡˜;¾[æ¾[Ô;6€0	6€~;~j+~jl);¾[0=¾[~ ;eJe˜;6oì6o:;®gJ®g˜;~jà~j.;._ö._D;6W¦,6Wô*;._J._˜;6€®36€ü1;¾[ˆ.¾[Ö,;&€œ&€ê;¾f¾´;._Î6._5;dìdÌ?;en#e¼!;¶3’¶0?;6o‚,6oÐ*;‡ø:‡F9;
259,000;3,107518;3,105948;2,6153;3,414275;2,804632;2,944264;3,214922;2,969826;3,019868;3,443559;2,950238;3,210741;3,127885;2,917154;3,079681;3,391289;3,168319;2,841757;2,85744;2,838151;3,124789;3,475433;3,193201;2,830373;3,415673;3,478479;3,397903;3,526237;3,178351;3,411496;3,38389;3,45405;3,450729;3,436652;3,453852;2,89519;3,161339;
260,000;3,163308;3,421466;3,365626;3,450998;2,905229;3,404687;2,756454;3,434584;3,114296;3,438;2,617745;3,1166;2,749851;3,125153;3,45082;3,442111;3,161071;2,931065;3,404892;3,405373;3,451408;2,792895;3,121635;3,435394;3,46042;3,43303;3,454038;2,876685;2,946072;3,479228;3,473228;2,983077;3,439605;3,152206;2,863276;3,090347;3,408921;
261,000;2,832141;3,439298;3,452902;3,416821;3,433746;3,442128;2,921151;2,8492;3,136831;3,438265;3,404997;3,408139;3,378131;3,406724;2,976799;3,453015;2,807898;3,412485;3,146896;3,156855;2,954792;2,801081;3,40283;2,747892;3,142304;3,433886;3,41539;2,91127;3,41489;2,945311;3,123238;3,389333;3,430068;3,408399;3,377915;3,425187;3,446884;
262,000;2,805715;3,10705;2,937194;3,418526;2,809045;3,106584;3,116092;2,924272;2,925632;2,943004;3,107562;3,416399;3,427107;3,417425;2,710135;2,637188;3,404812;3,11904;3,099109;2,804079;3,392531;3,094989;3,425865;3,095877;2,92997;3,115846;3,420098;3,411758;2,948037;3,403139;3,399183;3,423561;3,120813;3,130923;3,433639;3,116507;2,934435;
263,000;2,790285;3,392344;3,091314;2,915223;3,392344;3,392344;2,693375;2,915223;3,392344;2,790285;3,392344;3,091314;2,614193;3,091314;2,790285;3,091314;2,915223;2,915223;3,392344;3,091314;3,392344;3,392344;2,693375;3,091314;3,091314;3,091314;2,915223;2,790285;2,693375;3,091314;3,392344;2,790285;2,790285;2,547246;2,547246;3,091314;3,091314;
264,000;3,086605;3,381592;3,387823;3,072421;3,374317;3,376096;3,388622;3,087965;3,364262;2,913696;2,673583;3,385438;2,797048;3,367305;3,080268;3,073145;3,390305;2,898376;3,360783;3,065693;2,88767;3,068934;3,395867;3,367143;3,067481;3,357871;3,376796;3,099063;2,780774;3,375969;3,065548;2,900032;3,075039;3,376073;3,373765;3,365983;2,784284;
265,000;3,041365;3,333989;3,329033;2,50034;3,375881;3,376538;3,045271;3,375706;2,742712;3,38684;3,086359;3,370072;3,383672;2,674201;3,084634;3,079282;3,3692;2,655203;2,777688;2,67179;2,676419;3,088482;3,35809;2,668752;2,663375;2,373452;2,896131;3,331795;2,90205;2,877741;2,554562;2,678682;2,662615;2,591029;2,412169;2,670599;3,377347;
266,000;2,791557;2,769814;2,781011;2,834358;3,315396;3,306563;3,078524;3,357117;2,938977;3,325119;3,056339;3,319642;3,356978;3,380362;3,327458;3,380121;3,313816;2,584601;3,355512;3,084645;3,110977;3,338085;3,3639;3,415782;2,738905;3,418073;3,342011;2,68429;3,055899;3,069677;2,473468;3,057688;3,113489;3,380624;3,410702;3,406397;3,039213;
267,000;3,348083;3,382199;3,329466;3,291069;2,715581;2,761299;3,394846;3,336045;3,316319;2,814143;3,011536;2,876658;3,3173;3,027703;2,909162;3,305471;2,910291;2,654809;2,692258;3,026937;3,295624;2,665006;3,330872;3,270143;2,457941;3,34884;2,595245;3,325556;2,839033;3,061127;3,368944;2,730472;3,308087;3,061784;2,959154;3,318477;3,020805;
268,000;2,620087;2,938025;2,583785;2,380771;2,721338;2,962338;3,197888;2,948896;2,544147;2,457772;2,617019;2,977756;2,77706;2,984066;3,257725;2,799125;3,275312;2,646431;2,627084;2,834013;2,458869;2,269906;2,968893;2,584679;2,741406;3,243598;2,544456;2,421674;2,624668;2,953465;2,791557;2,700176;2,664851;3,274596;2,458955;2,95978;2,60151;
269,000;2,653771;2,707168;2,797022;2,721264;2,597897;2,486927;2,273098;2,482575;2,720749;2,72442;2,644953;2,655609;2,424388;2,701486;2,453075;2,538112;2,570062;2,996121;2,52385;2,765608;2,506816;2,442234;2,630816;2,880511;2,576973;2,342638;2,60453;2,749644;2,556019;2,466527;2,976401;2,570303;2,488904;2,811965;2,802636;2,559916;2,711889;
270,000;3,257916;2,945865;2,802282;2,839002;2,848536;3,341942;2,65831;2,642498;3,268874;3,245875;2,51214;3,315356;2,485194;2,918615;3,050025;2,744301;3,032584;3,17798;2,953977;2,800503;3,013187;2,840159;2,740473;3,256491;2,699691;2,765284;3,460589;2,999883;2,711523;2,840886;3,259645;3,020006;2,756481;3,213174;3,238811;2,736209;3,058545;
271,000;2,391663;2,364423;2,550301;2,556088;2,610979;2,591594;2,498155;2,715118;2,425066;2,395465;2,381951;2,621249;2,456177;2,409437;2,537871;2,961379;2,555759;2,284326;2,917605;2,597631;2,611136;2,545583;2,584593;2,734073;2,402992;3,255565;3,096789;2,536994;2,756883;2,457026;2,501575;2,569099;2,922053;2,187263;2,512469;2,490113;2,72719;
272,000;2,371449;2,500603;2,45803;2,270867;2,460852;2,379547;2,466022;2,709762;2,290813;2,371676;2,31906;2,39025;2,405114;2,743917;2,297237;2,264095;2,340176;2,435565;2,237544;2,601471;2,51244;2,43351;2,282025;2,680264;2,314532;2,361372;2,161771;2,263363;2,230642;2,427374;2,28597;2,410034;2,150231;2,267119;2,535016;2,212151;2,254193;
273,000;1,808214;1,833826;1,808022;1,880302;1,850073;1,933971;1,835428;1,814304;1,860772;1,804825;1,835423;1,803596;1,821573;1,744585;1,829976;1,807842;1,822101;1,806379;1,81232;1,772216;1,768019;1,734923;1,805526;1,701562;1,814069;1,875968;1,913376;1,848772;1,971259;1,885971;1,876117;1,859143;1,849542;1,78372;1,787024;1,803721;1,910069;
274,000;1,312201;1,295954;1,297948;1,298183;1,309387;1,30885;1,327636;1,322686;1,309541;1,300046;1,312096;1,297008;1,309275;1,318024;1,318872;1,321901;1,325576;1,335792;1,27756;1,318165;1,304665;1,309875;1,303828;1,327999;1,299667;1,297587;1,306346;1,314527;1,272283;1,329175;1,300165;1,299878;1,334132;1,300137;1,331248;1,312992;1,299842;
275,000;0,9206958;0,9290829;0,921452;0,9229798;0,9290323;0,9233937;0,9257388;0,920722;0,9169993;0,9199152;0,920722;0,9198585;0,9180889;0,9170694;0,9123297;0,9186511;0,9219403;0,9118972;0,9226546;0,9189024;0,9172583;0,9134984;0,9268045;0,9174728;0,9209933;0,9206495;0,9264417;0,9245348;0,929831;0,9152913;0,9301729;0,9135804;0,9217715;0,9275742;0,9269705;0,924408;0,9195843;
276,000;0,6903768;0,6928034;0,6907516;0,6893711;0,6908865;0,6957717;0,6919069;0,6929841;0,6924191;0,6920981;0,6878076;0,6913342;0,6915097;0,6900311;0,6944785;0,6898923;0,6934576;0,6950555;0,6939735;0,687726;0,6909471;0,68748;0,691504;0,6984086;0,6929693;0,6840525;0,6939993;0,6919041;0,6913629;0,6930623;0,6930447;0,6921067;0,6946225;0,6939225;0,6939192;0,6899052;0,6961441;
277,000;0,5259595;0,5237875;0,5235367;0,5226846;0,5236087;0,523231;0,5226288;0,5249476;0,524343;0,5218062;0,5200458;0,5269494;0,5220571;0,5228162;0,5248523;0,5225773;0,5257959;0,5245781;0,5222702;0,5232711;0,5259476;0,5238328;0,5258422;0,5252666;0,5254498;0,5256958;0,5241199;0,5249872;0,5251331;0,5247731;0,5243292;0,524579;0,5226107;0,5265203;0,526124;0,5264359;0,5248127;
278,000;0,410727;0,4111519;0,412159;0,4107065;0,4127941;0,4141107;0,4118586;0,4119205;0,4112639;0,4135947;0,4128976;0,4124475;0,4126601;0,4120984;0,4108877;0,4121609;0,4143486;0,4140468;0,4114971;0,413105;0,4153857;0,4118586;0,4147172;0,4152665;0,412487;0,4114017;0,4148149;0,4149952;0,4140501;0,414948;0,4148664;0,4105873;0,4165545;0,4142137;0,4143877;0,4138622;0,4118123;
279,000;0,3397336;0,3386302;0,3388801;0,3391647;0,3391547;0,3400803;0,3403225;0,3394914;0,3398399;0,3407464;0,3398685;0,3388433;0,3407726;0,3378344;0,3391123;0,3397894;0,3396673;0,3403883;0,3391266;0,3400178;0,3387289;0,3411412;0,3416638;0,3389711;0,3405385;0,3364534;0,3412704;0,3395677;0,340097;0,340714;0,3409529;0,3385968;0,3409948;0,3396606;0,3397918;0,3405566;0,3389554;
280,000;0,2950578;0,2947226;0,2952561;0,2952166;0,2939143;0,2946196;0,2929554;0,2941384;0,2936015;0,2949562;0,2939062;0,2944264;0,293819;0,2942119;0,2951183;0,29491;0,2955804;0,2960968;0,2970123;0,293643;0,2938743;0,2953639;0,2961187;0,2952037;0,2953343;0,2948089;0,2951994;0,2950773;0,2948732;0,295032;0,2953939;0,2957392;0,2963071;0,296515;0,2959218;0,296319;0,2956328;
281,000;0,2690363;0,2680812;0,2688217;0,2687011;0,2692304;0,268446;0,2693601;0,2690616;0,2689209;0,2709656;0,2685628;0,269413;0,2694783;0,2703338;0,2681637;0,2672205;0,2714653;0,2705488;0,2707696;0,2685828;0,2688379;0,2685351;0,2704439;0,2702947;0,2692852;0,2699442;0,2706108;0,2691622;0,2695832;0,2708778;0,2698369;0,2703638;0,2714529;0,2716956;0,2707515;0,2706866;0,2705202;
282,000;0,2539325;0,2544255;0,2534852;0,2540531;0,2540336;0,2539406;0,2549977;0,2549005;0,2549314;0,2543769;0,253016;0,2536993;0,2546797;0,2550335;0,2550564;0,2540679;0,255713;0,2552576;0,2554059;0,2543807;0,2551141;0,2538443;0,2558265;0,2540293;0,2545891;0,2549543;0,2562361;0,2542887;0,2534642;0,2563896;0,255115;0,2553144;0,2562613;0,2560401;0,2543216;0,2570305;0,2546511;
283,000;0,2428083;0,2419829;0,2437749;0,2419138;0,2422576;0,2429166;0,2419162;0,2422276;0,2426233;0,2424006;0,2413878;0,2441196;0,2436795;0,2434239;0,244442;0,2435279;0,2443366;0,2447805;0,2432618;0,244133;0,2446094;0,2434106;0,2442613;0,2445483;0,2442417;0,2437191;0,2436633;0,2438331;0,2439098;0,2446747;0,24439;0,24332;0,2450714;0,245791;0,2448025;0,2453461;0,2443075;
284,000;0,2341671;0,2340465;0,2353592;0,234488;0,2355857;0,2355494;0,2350378;0,2353287;0,2348247;0,2361884;0,2358131;0,2372317;0,2358866;0,2358589;0,2353101;0,2355204;0,2367067;0,2359118;0,2359977;0,2360315;0,2365875;0,2352986;0,2360868;0,2367253;0,2351346;0,2360992;0,2368894;0,2369366;0,2365155;0,2375884;0,2371736;0,2353492;0,2359471;0,2382154;0,2373171;0,2367096;0,2352824;
285,000;0,2281184;0,2272692;0,2275624;0,2284851;0,2283435;0,2295198;0,2282476;0,2290893;0,2288618;0,2290626;0,2285089;0,2281275;0,2282205;0,2287931;0,2283368;0,2288527;0,2294416;0,2290096;0,2286553;0,2286744;0,2283716;0,2277846;0,228713;0,229115;0,2282505;0,2284679;0,2294536;0,227623;0,2293077;0,2297821;0,2308369;0,228889;0,2299623;0,2290111;0,2302446;0,230031;0,229969;
286,000;0,2218399;0,2218432;0,2235398;0,2224917;0,223083;0,222991;0,2212515;0,2231865;0,2235513;0,2223907;0,2226663;0,2219071;0,2233362;0,2229013;0,2224441;0,2229328;0,2230887;0,2235589;0,2229924;0,2236438;0,2234421;0,2215004;0,22405;0,2250509;0,2223887;0,2242742;0,22475;0,2226739;0,2241602;0,2239518;0,2237039;0,2236419;0,2243667;0,2237759;0,2240195;0,223907;0,2255917;
287,000;0,2171011;0,217042;0,2172093;0,2165885;0,2166066;0,216867;0,2175145;0,2174516;0,2169275;0,2175498;0,2178411;0,2173052;0,2177997;0,2177634;0,217371;0,2172599;0,2171173;0,21771;0,2178583;0,219245;0,2176309;0,2174158;0,2180233;0,2177782;0,2179914;0,2190557;0,2184062;0,2173834;0,2188435;0,2178941;0,2183609;0,2180471;0,2190332;0,2195206;0,2179785;0,2181082;0,2188182;
288,000;0,2134042;0,212009;0,2132831;0,2119675;0,2116537;0,2134862;0,2121735;0,2121072;0,2129049;0,2136898;0,2128296;0,2138028;0,2137914;0,2146955;0,2131443;0,2132478;0,2141733;0,2139416;0,2130284;0,2144675;0,213973;0,2136331;0,2155342;0,2145977;0,2140799;0,2139926;0,2139106;0,213511;0,2141933;0,2139025;0,2142286;0,214047;0,2141914;0,2150345;0,2158127;0,2151599;0,2155762;
289,000;0,2060599;0,2065301;0,2071342;0,2080145;0,2077723;0,2079563;0,2069397;0,2078047;0,2082057;0,2079301;0,2087803;0,2084842;0,2088084;0,2075434;0,2077861;0,2084389;0,2088184;0,2074709;0,208919;0,2074666;0,2084999;0,2085142;0,2100964;0,2087564;0,2096276;0,2080083;0,2094421;0,2078309;0,2088838;0,2094817;0,2086186;0,2089357;0,2092614;0,2090311;0,2087712;0,2102933;0,2091331;
290,000;0,2034583;0,2042389;0,2034593;0,2042317;0,2039933;0,2027812;0,2045197;0,2038851;0,2043281;0,2049971;0,2047276;0,2048082;0,2061586;0,2035885;0,2033024;0,2044044;0,2048368;0,205061;0,2041073;0,2051816;0,2050977;0,2042017;0,2041779;0,2044106;0,2054505;0,2043381;0,2052174;0,204164;0,205615;0,2049279;0,2058268;0,205544;0,2046785;0,2052789;0,2052121;0,2059293;0,2058096;
291,000;0,2004843;0,2014699;0,201879;0,2006717;0,2001891;0,2022858;0,2019453;0,2016292;0,202137;0,2024722;0,2016277;0,2024317;0,2015605;0,2033544;0,2020917;0,2014394;0,2021904;0,2011542;0,2030849;0,2022958;0,2017298;0,203896;0,2023153;0,2038803;0,202611;0,2016368;0,2018929;0,2033615;0,2024226;0,202755;0,2024565;0,2031751;0,2053046;0,2030063;0,2029185;0,2027154;0,2026353;
292,000;0,1982665;0,1988115;0,1990991;0,1994171;0,1987224;0,1993556;0,199306;0,1992803;0,199585;0,199532;0,2000189;0,1995602;0,1994562;0,1998549;0,1995111;0,1992221;0,1997437;0,2009816;0,1998281;0,1990118;0,1996965;0,1993575;0,2000861;0,1998768;0,201025;0,2002158;0,2002811;0,2001023;0,2005439;0,2020416;0,2007298;0,2003412;0,2009311;0,1990457;0,200768;0,1998177;0,201755;
293,000;0,1974068;0,1976409;0,1971817;0,1994877;0,198175;0,1979351;0,1979337;0,1984468;0,1981473;0,1989455;0,1986923;0,1982069;0,1989741;0,1991634;0,1997032;0,1994476;0,1997013;0,1984706;0,1991997;0,1991773;0,1997371;0,1998959;0,1984172;0,1987;0,1992402;0,1997194;0,1984525;0,1989336;0,1986952;0,1994967;0,1999702;0,1986766;0,1999135;0,1994228;0,1997252;0,1986666;0,1997328;
294,000;0,196949;0,1982298;0,1967235;0,1964469;0,1974654;0,1967049;0,1969547;0,1969643;0,1987338;0,1974683;0,1979728;0,1964531;0,1969748;0,1984687;0,1974559;0,197722;0,1977038;0,1982455;0,1972008;0,1979756;0,1966987;0,1992354;0,1984797;0,1972294;0,1972084;0,1977072;0,1977239;0,1982369;0,1984949;0,1985064;0,1984792;0,1987476;0,1997523;0,1976995;0,1979761;0,1990137;0,1990037;
295,000;0,1972485;0,1979914;0,1990433;0,1996379;0,1982484;0,1982727;0,1977348;0,1990371;0,1977067;0,1993117;0,1985264;0,1991239;0,2006431;0,1976981;0,1987605;0,1995449;0,1982517;0,1995702;0,1988449;0,199276;0,1993246;0,1990247;0,1982818;0,2003593;0,1991062;0,1988277;0,1990967;0,1995497;0,1995692;0,2002769;0,1998901;0,1992798;0,1989908;0,1988945;0,1995559;0,2003207;0,2003794;
296,000;0,2031612;0,2037129;0,2024798;0,2037902;0,2022252;0,2028751;0,2023315;0,2025361;0,2028165;0,2033334;0,2033219;0,2044024;0,2034507;0,2026491;0,2019644;0,202457;0,2032266;0,2037764;0,203773;0,2028108;0,202785;0,2038908;0,2044659;0,2032242;0,2040577;0,204134;0,2046528;0,2032847;0,2044249;0,2028375;0,2054095;0,2035837;0,2039833;0,2057157;0,2036667;0,204103;0,2054286;
297,000;0,2072897;0,2073755;0,2069082;0,2070231;0,2067661;0,2082362;0,2074137;0,2077217;0,2062435;0,2079554;0,2071586;0,2085595;0,2075849;0,208313;0,2069802;0,2065563;0,2092795;0,2072496;0,2066541;0,2079997;0,2087855;0,2079425;0,2078328;0,2071261;0,207191;0,2080026;0,2079668;0,2074566;0,2088113;0,2094731;0,2075534;0,2077327;0,2093463;0,2075481;0,2093816;0,2078485;0,2088408;
298,000;0,2139134;0,2134581;0,2148085;0,2143207;0,2158847;0,2154284;0,2144408;0,2155342;0,2148857;0,2158504;0,2153583;0,2167606;0,2163367;0,2158761;0,2154388;0,214035;0,2149172;0,2165079;0,2164116;0,2149148;0,217432;0,2156472;0,2151227;0,2153201;0,2158275;0,2160907;0,2174335;0,215704;0,2172608;0,2167597;0,2162929;0,2168078;0,2164593;0,2161212;0,2169085;0,2157788;0,2176414;
299,000;0,2245264;0,2278233;0,2251544;0,2254734;0,2251873;0,2267008;0,224916;0,226861;0,2268105;0,2271023;0,2250481;0,2262335;0,225811;0,2260761;0,2261057;0,2256522;0,2249455;0,2256751;0,2271051;0,2249789;0,2261486;0,2256441;0,2256846;0,2264285;0,2249289;0,226088;0,2280602;0,2260318;0,2269955;0,2266746;0,2276106;0,2274923;0,2260008;0,2269869;0,2280736;0,2277579;0,2268119;
300,000;0,2358556;0,2369671;0,2361479;0,2361779;0,2371716;0,2380157;0,2356405;0,2361808;0,2366247;0,2367811;0,2352529;0,2376809;0,2393556;0,2375865;0,2364073;0,2366028;0,2355709;0,2377348;0,2385039;0,2374244;0,238205;0,2366686;0,2361565;0,2363849;0,2376995;0,2377782;0,2361121;0,2372174;0,2362385;0,2365894;0,2372665;0,237627;0,236167;0,2375388;0,2379823;0,2364826;0,2382722;
301,000;0,2495174;0,2479682;0,24931;0,24895;0,2499247;0,2509851;0,2478743;0,2483444;0,2500796;0,2499461;0,2483473;0,2502742;0,2501373;0,2500944;0,2477698;0,2488904;0,2500091;0,2503123;0,2500563;0,2500372;0,2494316;0,2499042;0,2489839;0,25071;0,250206;0,2481437;0,2493963;0,2504792;0,251832;0,2504578;0,2500539;0,2523484;0,2513633;0,250524;0,2499137;0,2521305;0,2506051;
302,000;0,2645807;0,2645073;0,2663474;0,2658801;0,267817;0,2664328;0,2656775;0,2668529;0,265945;0,2665462;0,2673945;0,2656822;0,2675357;0,267395;0,2673097;0,2667198;0,2668562;0,2654104;0,2679224;0,2662144;0,2674313;0,265944;0,2672539;0,2651591;0,2666984;0,267591;0,2669249;0,2665081;0,2678785;0,2670813;0,264173;0,2673607;0,2679977;0,2677341;0,2667146;0,2670298;0,2674451;
303,000;0,2794299;0,2798195;0,2809062;0,2817092;0,2813807;0,2824507;0,2799063;0,2833166;0,282414;0,2807846;0,2811508;0,2818704;0,2813268;0,2816811;0,2821331;0,2803626;0,28268;0,2805371;0,2817807;0,2818165;0,2813139;0,2796397;0,2824388;0,280169;0,2813883;0,2811084;0,2803993;0,2799935;0,2823138;0,2824631;0,2817025;0,2825799;0,281765;0,2807641;0,2830606;0,2812185;0,2846437;
304,000;0,2921581;0,291163;0,2931833;0,2921314;0,2928114;0,2942805;0,2918835;0,2931323;0,2927923;0,2921367;0,2941146;0,2936034;0,2923136;0,292273;0,2919483;0,2929549;0,2927904;0,2937021;0,2933068;0,2939487;0,2928948;0,2925911;0,2930689;0,2951918;0,2931447;0,2946653;0,2926455;0,292994;0,2929358;0,2936907;0,2934828;0,2935748;0,2934194;0,2948775;0,2935925;0,2928338;0,2960191;
305,000;0,3026767;0,300684;0,3011408;0,3002019;0,3012838;0,3017149;0,301475;0,3005686;0,3013759;0,302515;0,3020658;0,3015928;0,3021574;0,3052812;0,3028688;0,3020301;0,3006706;0,3023834;0,302351;0,3029327;0,3013358;0,3029633;0,3020339;0,3028173;0,3022757;0,3025837;0,3023829;0,3014112;0,3022108;0,3012366;0,3004208;0,3033118;0,3018303;0,3029571;0,3037033;0,3013024;0,3046103;
306,000;0,3050275;0,3032408;0,3057847;0,305666;0,3050194;0,3061686;0,3042154;0,3051972;0,3066287;0,3052678;0,3045063;0,3053803;0,3050432;0,307251;0,3061104;0,3056254;0,3027372;0,3048191;0,3051262;0,3061471;0,3056502;0,3047719;0,3037019;0,3042965;0,3053546;0,3066545;0,3051686;0,3041644;0,3061423;0,3043199;0,3040257;0,3052435;0,30372;0,30619;0,3066468;0,3061686;0,3065972;
307,000;0,302115;0,3015728;0,3023911;0,3033886;0,3037901;0,3050494;0,30229;0,3021846;0,3035135;0,3045883;0,30299;0,3021498;0,3034205;0,304719;0,3049212;0,304482;0,3024788;0,3039851;0,3041525;0,3043628;0,3025136;0,304883;0,3047891;0,3037386;0,3046803;0,304111;0,3040781;0,3036699;0,3048005;0,3033772;0,3039308;0,3052287;0,3038735;0,3046846;0,3046412;0,3052616;0,3056345;
308,000;0,2978969;0,2944417;0,2975202;0,2988305;0,2976203;0,2981849;0,2960639;0,2963386;0,2959414;0,2978568;0,2956305;0,2961717;0,2974706;0,2971659;0,29842;0,2967086;0,2981162;0,2966862;0,2987189;0,296916;0,2989216;0,2985959;0,2968154;0,29811;0,2987237;0,2991838;0,2989011;0,2970996;0,2978754;0,2983375;0,2973003;0,2964945;0,2965674;0,2997575;0,2979927;0,2971206;0,2992887;
309,000;0,2836304;0,282196;0,2837958;0,2842793;0,2851224;0,2841897;0,2812824;0,2854323;0,282609;0,2828565;0,281271;0,2828927;0,2810507;0,2831264;0,2828765;0,2823954;0,2836514;0,2829866;0,2855892;0,2832527;0,2866449;0,2837672;0,2830205;0,2821288;0,2830658;0,285007;0,2846174;0,2826738;0,2844849;0,2831259;0,282877;0,2843318;0,2836719;0,286274;0,2838101;0,2845979;0,2842822;
310,000;0,2650609;0,2638493;0,2644124;0,2653799;0,2643423;0,2631879;0,2648315;0,2639918;0,2645001;0,2643199;0,2654295;0,2640796;0,2640309;0,2638259;0,2653809;0,2628832;0,2646046;0,2652555;0,2657242;0,2649522;0,264245;0,2650919;0,264843;0,2626891;0,2638054;0,2644968;0,2656054;0,2646751;0,2656784;0,2638168;0,2652364;0,2653422;0,2672515;0,2660298;0,2641702;0,2662702;0,265357;
311,000;0,2426229;0,2433743;0,2425327;0,2444844;0,2442732;0,2435923;0,2437229;0,2439585;0,2438455;0,244545;0,244328;0,2443066;0,2438335;0,2447276;0,2440557;0,2442288;0,2436595;0,2443128;0,2429638;0,243989;0,2430134;0,2427483;0,2426486;0,2437301;0,2434845;0,2443104;0,2436581;0,2444806;0,2437758;0,2432704;0,2422185;0,2428255;0,2444286;0,2441926;0,2436094;0,2434173;0,2458911;
312,000;0,2218695;0,2230549;0,2217412;0,2234058;0,2222691;0,2220664;0,2211847;0,2231531;0,2234535;0,2217054;0,2219777;0,2234387;0,2214971;0,2224088;0,2221413;0,2227869;0,2224703;0,2233601;0,2211113;0,2216301;0,2216902;0,2225838;0,2223558;0,2224565;0,2234559;0,2229047;0,222816;0,2238641;0,223639;0,2227545;0,2224092;0,2235341;0,2229042;0,2234282;0,2223215;0,2230349;0,2241583;
313,000;0,2002788;0,1993446;0,2012725;0,2007337;0,1980553;0,1993737;0,1996059;0,1995788;0,1992068;0,199646;0,1994872;0,2002301;0,1997066;0,2003188;0,1989355;0,1993041;0,1997046;0,1984;0,1994872;0,2001452;0,1996689;0,2000961;0,1988449;0,2004905;0,199615;0,1991873;0,1996469;0,2010512;0,2010703;0,2007494;0,1996441;0,2008142;0,1997681;0,2003889;0,199965;0,2018108;0,2021322;
314,000;0,1834474;0,1834083;0,1842151;0,1827068;0,1840739;0,184082;0,1847253;0,1841893;0,1842628;0,1838417;0,1824594;0,1846581;0,1850219;0,1846862;0,1834841;0,1849217;0,1842394;0,183465;0,1832809;0,1843505;0,1851616;0,1840396;0,1852465;0,184937;0,1839399;0,1847739;0,1830549;0,1846647;0,1839461;0,1854162;0,1837039;0,1843867;0,1846399;0,1835504;0,1838369;0,1855807;0,1870627;
315,000;0,166079;0,1675434;0,165976;0,1680441;0,1671109;0,166748;0,1657195;0,1681495;0,1681857;0,166914;0,1665578;0,1680279;0,1659584;0,1676636;0,1663122;0,1659341;0,1676779;0,1669903;0,1669941;0,1663694;0,1677866;0,1659551;0,1670618;0,1685672;0,1685543;0,1684003;0,1670184;0,1668115;0,1678877;0,1670475;0,1677871;0,16785;0,1673627;0,167788;0,1688323;0,1670222;0,1692605;
